file_name,text
images/synthetic_line_00102.png,El tiempo compartido prometo ser tu cielo.
images/synthetic_line_00103.png,Tu mirada ilumina cada rincón del alma. - Pablo Neruda.
images/synthetic_line_00104.png,Mi hombre soñado por la que sonrío todos los días.
images/synthetic_line_00105.png,Eres la razón me cuida como a una flor.
images/synthetic_line_00106.png,La mujer que amas ilumina mi vida por completo. - Saludos desde Cádiz
images/synthetic_line_00107.png,Agradezco ilumina cada rincón del alma. - Ref: 984-A / Cuaderno.
images/synthetic_line_00108.png,Un buen recuerdo despierta pasiones dormidas. - Julio Cortázar.
images/synthetic_line_00109.png,Un corazón sincero construye puentes sobre mares agitados.
images/synthetic_line_00110.png,El mayor tesoro ilumina cada rincón del alma.
images/synthetic_line_00111.png,Escribir poemas me quiere más que a nada. - Octavio Paz.
images/synthetic_line_00112.png,"Eres mi mejor compañía me quiere más que a nada. - Madrid, 03/09/92"
images/synthetic_line_00113.png,Cada atardecer guía los pasos hacia nuevos horizontes. - Isabel Allende.
images/synthetic_line_00114.png,Cada atardecer despierta pasiones dormidas.
images/synthetic_line_00115.png,Mi hombre da sentido a los pequeños instantes. - Saludos desde Madrid.
images/synthetic_line_00116.png,El hombre que amas es un regalo que no debemos olvidar.
images/synthetic_line_00117.png,Tu sonrisa abre senderos que antes no existían.
images/synthetic_line_00118.png,Tu presencia despierta pasiones dormidas. - Notas del día 15-08-24.
images/synthetic_line_00119.png,Nuestra memoria despierta pasiones dormidas.
images/synthetic_line_00120.png,Un corazón rebelde vence cualquier obstáculo con calma. - Saludos desde Cádiz
images/synthetic_line_00121.png,Cada amanecer pertenece a mi vida.
images/synthetic_line_00122.png,El hombre por la que sonrío todos los días. - Gabriel García Márquez.
images/synthetic_line_00123.png,Eres la razón hace que todo sea más hermoso.
images/synthetic_line_00124.png,Vuestra memoria ilumina cada rincón del alma. - Isabel Allende.
images/synthetic_line_00125.png,Su mirada da sentido a los pequeños instantes. - Pablo Neruda.
images/synthetic_line_00126.png,Tu amor pertenece a mi vida. - Notas del día 15-08-24.
images/synthetic_line_00127.png,Cada amanecer ilumina cada rincón del alma.
images/synthetic_line_00128.png,"Si buscas el éxito, me quiere más que a nada. - Gabriel García Márquez."
images/synthetic_line_00129.png,Mi mujer soñada me quiere más que a nada.
images/synthetic_line_00130.png,Un corazón sincero ilumina cada rincón del alma.
images/synthetic_line_00131.png,Eres mi mejor compañía es la razón de sonreír a diario. - Julio Cortázar.
images/synthetic_line_00132.png,Tu mirada alcanza cimas que parecían lejanas.
images/synthetic_line_00133.png,La libertad por la que sonrío todos los días.
images/synthetic_line_00134.png,Un corazón rebelde vence cualquier obstáculo con calma.
images/synthetic_line_00135.png,La perseverancia y mi mayor apoyo.
images/synthetic_line_00136.png,Su mirada me dice que todo saldrá bien.
images/synthetic_line_00137.png,"Un corazón rebelde ilumina mi vida por completo. - Madrid, 03/09/92"
images/synthetic_line_00138.png,"Mi mujer es la razón de sonreír a diario. - Madrid, 03/09/92"
images/synthetic_line_00139.png,"No te rindas, vence cualquier obstáculo con calma."
images/synthetic_line_00140.png,Mi mujer soñada me cuida como a una flor. - Mario Benedetti.
images/synthetic_line_00141.png,Eres mi mejor compañía cuida sus flores cada día.
images/synthetic_line_00142.png,Un buen recuerdo me quiere más que a nada.
images/synthetic_line_00143.png,Mi hombre guía los pasos hacia nuevos horizontes. - Jorge Luis Borges.
images/synthetic_line_00144.png,"No te rindas, da sentido a los pequeños instantes."
images/synthetic_line_00145.png,El hombre ilumina cada rincón del alma. - Ref: 984-A / Cuaderno.
images/synthetic_line_00146.png,"Mi mujer cuida sus flores cada día. - Madrid, 03/09/92"
images/synthetic_line_00147.png,Eres mi mejor compañía ilumina mi vida por completo.
images/synthetic_line_00148.png,Su mirada por la que sonrío todos los días.
images/synthetic_line_00149.png,Tu sonrisa ilumina mi vida por completo. - Pablo Neruda.
images/synthetic_line_00150.png,Cada atardecer y mi mayor apoyo.
images/synthetic_line_00151.png,Su mirada es un regalo que no debemos olvidar.
images/synthetic_line_00152.png,La vida guía los pasos hacia nuevos horizontes. - Antonio Machado.
images/synthetic_line_00153.png,Mi mujer soñada cuida sus flores cada día.
images/synthetic_line_00154.png,Cada amanecer alcanza cimas que parecían lejanas. - Gabriel García Márquez.
images/synthetic_line_00155.png,Su sonrisa ilumina mi vida por completo.
images/synthetic_line_00156.png,La vida vence cualquier obstáculo con calma.
images/synthetic_line_00157.png,El tiempo compartido me quiere más que a nada. - Saludos desde Cádiz
images/synthetic_line_00158.png,Agradezco me dice que todo saldrá bien. - Mario Benedetti.
images/synthetic_line_00159.png,Eres la razón es la razón de sonreír a diario.
images/synthetic_line_00160.png,El hombre transforma la rutina en pura magia. - Mario Benedetti.
images/synthetic_line_00161.png,"Si buscas el éxito, sabe que todo vale la pena. - Jorge Luis Borges."
images/synthetic_line_00162.png,Eres mi mejor compañía pertenece a mi vida. - Jorge Luis Borges.
images/synthetic_line_00163.png,La vida vence cualquier obstáculo con calma. - Saludos desde Madrid.
images/synthetic_line_00164.png,Mi hombre soñado me cuida como a una flor.
images/synthetic_line_00165.png,Vuestra memoria pertenece a mi vida. - Mario Benedetti.
images/synthetic_line_00166.png,Escribir poemas prometo ser tu cielo.
images/synthetic_line_00167.png,Eres la razón cuida sus flores cada día. - Saludos desde Madrid.
images/synthetic_line_00168.png,El viaje nos enseña a valorar lo simple.
images/synthetic_line_00169.png,Tu sonrisa guía los pasos hacia nuevos horizontes.
images/synthetic_line_00170.png,La vida sabe que todo vale la pena. - Federico García Lorca.
images/synthetic_line_00171.png,Escribir poemas es la razón de sonreír a diario.
images/synthetic_line_00172.png,El mayor tesoro alcanza cimas que parecían lejanas.
images/synthetic_line_00173.png,La mujer que amas alcanza cimas que parecían lejanas. - Gustavo Adolfo Bécquer.
images/synthetic_line_00174.png,Vuestra memoria huele a rosas frescas. - Saludos desde Cádiz
images/synthetic_line_00175.png,El amor de mi vida me quiere más que a nada. - Gustavo Adolfo Bécquer.
images/synthetic_line_00176.png,Mi hombre soñado cuida sus flores cada día. - Mario Benedetti.
images/synthetic_line_00177.png,El amor de mi vida tiene un corazón rebelde.
images/synthetic_line_00178.png,Tú sabe que todo vale la pena.
images/synthetic_line_00179.png,La libertad me cuida como a una flor.
images/synthetic_line_00180.png,Caminar juntos cuida sus flores cada día. - Saludos desde Madrid.
images/synthetic_line_00181.png,Caminar juntos cuida sus flores cada día.
images/synthetic_line_00182.png,"Si buscas el éxito, abre senderos que antes no existían. - Antonio Machado."
images/synthetic_line_00183.png,La perseverancia transforma la rutina en pura magia.
images/synthetic_line_00184.png,Mi mujer vence cualquier obstáculo con calma.
images/synthetic_line_00185.png,Un corazón rebelde alcanza cimas que parecían lejanas. L.L.L. ~ 02-10-23
images/synthetic_line_00186.png,El mayor tesoro ilumina mi vida por completo. - Pablo Neruda.
images/synthetic_line_00187.png,Su mirada transforma la rutina en pura magia.
images/synthetic_line_00188.png,Mi hombre soñado hace que todo sea más hermoso.
images/synthetic_line_00189.png,Mi mujer soñada hace que todo sea más hermoso.
images/synthetic_line_00190.png,Escribir poemas y mi mayor apoyo.
images/synthetic_line_00191.png,La mujer que amas ilumina cada rincón del alma. L.L.L. ~ 02-10-23
images/synthetic_line_00192.png,Nuestra memoria es un regalo que no debemos olvidar.
images/synthetic_line_00193.png,Tu presencia me quiere más que a nada.
images/synthetic_line_00194.png,Cada atardecer prometo ser tu cielo.
images/synthetic_line_00195.png,Cada amanecer cuida sus flores cada día. - Ref: 984-A / Cuaderno.
images/synthetic_line_00196.png,Un corazón rebelde alcanza cimas que parecían lejanas.
images/synthetic_line_00197.png,El tiempo compartido transforma la rutina en pura magia. - Notas del día 15-08-24.
images/synthetic_line_00198.png,El hombre que amas hace que todo sea más hermoso.
images/synthetic_line_00199.png,El viaje abre senderos que antes no existían.
images/synthetic_line_00200.png,La vida me dice que todo saldrá bien.
images/synthetic_line_00201.png,La mujer prometo ser tu cielo.
images/synthetic_line_00202.png,Un corazón sincero construye puentes sobre mares agitados.
images/synthetic_line_00203.png,Mi hombre despierta pasiones dormidas.
images/synthetic_line_00204.png,El viaje cuida sus flores cada día.
images/synthetic_line_00205.png,Cada atardecer despierta pasiones dormidas.
images/synthetic_line_00206.png,La perseverancia da sentido a los pequeños instantes.
images/synthetic_line_00207.png,El amor de mi vida me dice que todo saldrá bien.
images/synthetic_line_00208.png,La vida da sentido a los pequeños instantes.
images/synthetic_line_00209.png,El camino transforma la rutina en pura magia. - Ref: 984-A / Cuaderno.
images/synthetic_line_00210.png,Tú sabe que todo vale la pena.
images/synthetic_line_00211.png,Caminar juntos guía los pasos hacia nuevos horizontes. - Mario Benedetti.
images/synthetic_line_00212.png,El camino pertenece a mi vida.
images/synthetic_line_00213.png,Eres mi mejor compañía sabe que todo vale la pena. - Gustavo Adolfo Bécquer.
images/synthetic_line_00214.png,Agradezco cuida sus flores cada día.
images/synthetic_line_00215.png,Eres la razón prometo ser tu cielo. - Isabel Allende.
images/synthetic_line_00216.png,El camino es un regalo que no debemos olvidar. - Federico García Lorca.
images/synthetic_line_00217.png,Mi hombre soñado alcanza cimas que parecían lejanas. - Mario Benedetti.
images/synthetic_line_00218.png,"No te rindas, me dice que todo saldrá bien. L.L.L. ~ 02-10-23"
images/synthetic_line_00219.png,"Eres mi mejor compañía me quiere más que a nada. - Madrid, 03/09/92"
images/synthetic_line_00220.png,Mi mujer soñada es la razón de sonreír a diario.
images/synthetic_line_00221.png,Tu presencia pertenece a mi vida.
images/synthetic_line_00222.png,Tu presencia ilumina cada rincón del alma. - Gabriel García Márquez.
images/synthetic_line_00223.png,Vuestra memoria hace que todo sea más hermoso.
images/synthetic_line_00224.png,El hombre que amas da sentido a los pequeños instantes.
images/synthetic_line_00225.png,Cada amanecer guía los pasos hacia nuevos horizontes. - Federico García Lorca.
images/synthetic_line_00226.png,Un corazón sincero tiene un corazón rebelde. - Saludos desde Madrid.
images/synthetic_line_00227.png,Nuestra memoria tiene un corazón rebelde. - Pablo Neruda.
images/synthetic_line_00228.png,Un buen recuerdo deja huellas imborrables en el tiempo.
images/synthetic_line_00229.png,Nuestra memoria deja huellas imborrables en el tiempo. - Federico García Lorca.
images/synthetic_line_00230.png,Eres mi mejor compañía sabe protegerme siempre. - Federico García Lorca.
images/synthetic_line_00231.png,Eres la razón y mi mayor apoyo.
images/synthetic_line_00232.png,Nuestra memoria deja huellas imborrables en el tiempo. - Federico García Lorca.
images/synthetic_line_00233.png,"Tú abre senderos que antes no existían. - Madrid, 03/09/92"
images/synthetic_line_00234.png,La paciencia es la razón de sonreír a diario.
images/synthetic_line_00235.png,Nuestra memoria nos enseña a valorar lo simple. - Saludos desde Cádiz
images/synthetic_line_00236.png,Cada amanecer sabe que todo vale la pena. - Ref: 984-A / Cuaderno.
images/synthetic_line_00237.png,Tu presencia transforma la rutina en pura magia. - Saludos desde Cádiz
images/synthetic_line_00238.png,Eres mi mejor compañía abre senderos que antes no existían. - Saludos desde Madrid.
images/synthetic_line_00239.png,"Si buscas el éxito, despierta pasiones dormidas. - Gabriel García Márquez."
images/synthetic_line_00240.png,La vida ilumina cada rincón del alma. - Jorge Luis Borges.
images/synthetic_line_00241.png,"Si quieres ser mi estrella, abre senderos que antes no existían. - Notas del día 15-08-24."
images/synthetic_line_00242.png,El hombre que amas por la que sonrío todos los días. - Julio Cortázar.
images/synthetic_line_00243.png,Mi mujer da sentido a los pequeños instantes.
images/synthetic_line_00244.png,La perseverancia da sentido a los pequeños instantes. - Notas del día 15-08-24.
images/synthetic_line_00245.png,El hombre que amas me dice que todo saldrá bien. - Gabriel García Márquez.
images/synthetic_line_00246.png,El hombre que amas cuida sus flores cada día. - Saludos desde Madrid.
images/synthetic_line_00247.png,Cada amanecer vence cualquier obstáculo con calma.
images/synthetic_line_00248.png,Mi mujer soñada pertenece a mi vida.
images/synthetic_line_00249.png,El hombre por la que sonrío todos los días.
images/synthetic_line_00250.png,La perseverancia da sentido a los pequeños instantes.
images/synthetic_line_00251.png,Mi hombre soñado guía los pasos hacia nuevos horizontes.
images/synthetic_line_00252.png,La perseverancia transforma la rutina en pura magia.
images/synthetic_line_00253.png,Mi hombre soñado despierta pasiones dormidas.
images/synthetic_line_00254.png,Un buen recuerdo vence cualquier obstáculo con calma. - Saludos desde Cádiz
images/synthetic_line_00255.png,Eres la razón me cuida como a una flor.
images/synthetic_line_00256.png,El tiempo compartido alcanza cimas que parecían lejanas.
images/synthetic_line_00257.png,Caminar juntos cuida sus flores cada día. - Saludos desde Madrid.
images/synthetic_line_00258.png,Tú merece vivirse con toda la intensidad.
images/synthetic_line_00259.png,Mi mujer ilumina cada rincón del alma. - Saludos desde Cádiz
images/synthetic_line_00260.png,La paciencia cuida sus flores cada día. - Federico García Lorca.
images/synthetic_line_00261.png,El mayor tesoro abre senderos que antes no existían. - Jorge Luis Borges.
images/synthetic_line_00262.png,Tu amor transforma la rutina en pura magia. - Ref: 984-A / Cuaderno.
images/synthetic_line_00263.png,Tu presencia me quiere más que a nada. - Octavio Paz.
images/synthetic_line_00264.png,Un corazón rebelde ilumina cada rincón del alma. - Notas del día 15-08-24.
images/synthetic_line_00265.png,Cada amanecer vence cualquier obstáculo con calma.
images/synthetic_line_00266.png,"Si quieres ser mi estrella, pertenece a mi vida."
images/synthetic_line_00267.png,"Si buscas el éxito, alcanza cimas que parecían lejanas."
images/synthetic_line_00268.png,"Si quieres ser mi estrella, huele a rosas frescas."
images/synthetic_line_00269.png,Nuestra memoria ilumina cada rincón del alma.
images/synthetic_line_00270.png,Mi hombre transforma la rutina en pura magia.
images/synthetic_line_00271.png,La mujer merece vivirse con toda la intensidad.
images/synthetic_line_00272.png,Su mirada despierta pasiones dormidas.
images/synthetic_line_00273.png,La vida nos enseña a valorar lo simple.
images/synthetic_line_00274.png,"La mujer me quiere más que a nada. - Madrid, 03/09/92"
images/synthetic_line_00275.png,"Si quieres ser mi estrella, me cuida como a una flor. - Saludos desde Madrid."
images/synthetic_line_00276.png,Su mirada nos enseña a valorar lo simple. - Isabel Allende.
images/synthetic_line_00277.png,Tu mirada tiene un corazón rebelde. - Julio Cortázar.
images/synthetic_line_00278.png,Tu sonrisa tiene un corazón rebelde. - Saludos desde Madrid.
images/synthetic_line_00279.png,El viaje vence cualquier obstáculo con calma.
images/synthetic_line_00280.png,Cada amanecer me quiere más que a nada. - Notas del día 15-08-24.
images/synthetic_line_00281.png,"Cada amanecer me cuida como a una flor. - Madrid, 03/09/92"
images/synthetic_line_00282.png,El amor de mi vida ilumina cada rincón del alma. - Notas del día 15-08-24.
images/synthetic_line_00283.png,El amor de mi vida me quiere más que a nada. - Gustavo Adolfo Bécquer.
images/synthetic_line_00284.png,Caminar juntos cuida sus flores cada día. - Saludos desde Madrid.
images/synthetic_line_00285.png,"No te rindas, guía los pasos hacia nuevos horizontes."
images/synthetic_line_00286.png,La mujer que amas me dice que todo saldrá bien. L.L.L. ~ 02-10-23
images/synthetic_line_00287.png,Cada amanecer da sentido a los pequeños instantes.
images/synthetic_line_00288.png,Escribir poemas y mi mayor apoyo.
images/synthetic_line_00289.png,El camino da sentido a los pequeños instantes. - Saludos desde Cádiz
images/synthetic_line_00290.png,Eres mi mejor compañía sabe que todo vale la pena. - Julio Cortázar.
images/synthetic_line_00291.png,Caminar juntos prometo ser tu cielo. - Pablo Neruda.
images/synthetic_line_00292.png,La vida da sentido a los pequeños instantes. - Gustavo Adolfo Bécquer.
images/synthetic_line_00293.png,El tiempo compartido nos enseña a valorar lo simple. - Saludos desde Madrid.
images/synthetic_line_00294.png,El amor de mi vida es la razón de sonreír a diario. - Ref: 984-A / Cuaderno.
images/synthetic_line_00295.png,El viaje despierta pasiones dormidas. - Notas del día 15-08-24.
images/synthetic_line_00296.png,Mi mujer soñada me cuida como a una flor. - Mario Benedetti.
images/synthetic_line_00297.png,Cada atardecer es un regalo que no debemos olvidar. - Antonio Machado.
images/synthetic_line_00298.png,Eres mi mejor compañía tiene un corazón rebelde. - Antonio Machado.
images/synthetic_line_00299.png,Cada amanecer me quiere más que a nada. - Notas del día 15-08-24.
images/synthetic_line_00300.png,Escribir poemas es la razón de sonreír a diario.
images/synthetic_line_00301.png,La libertad me dice que todo saldrá bien. - Notas del día 15-08-24.
images/synthetic_line_00302.png,Tu mirada y mi mayor apoyo. - Gustavo Adolfo Bécquer.
images/synthetic_line_00303.png,Mi hombre soñado despierta pasiones dormidas. - Jorge Luis Borges.
images/synthetic_line_00304.png,Su mirada cuida sus flores cada día. - Pablo Neruda.
images/synthetic_line_00305.png,Cada amanecer huele a rosas frescas.
images/synthetic_line_00306.png,El mayor tesoro nos enseña a valorar lo simple.
images/synthetic_line_00307.png,El hombre que amas hace que todo sea más hermoso. - Julio Cortázar.
images/synthetic_line_00308.png,Nuestra memoria ilumina mi vida por completo. - Octavio Paz.
images/synthetic_line_00309.png,Su mirada es un regalo que no debemos olvidar.
images/synthetic_line_00310.png,La perseverancia ilumina mi vida por completo.
images/synthetic_line_00311.png,Su mirada pertenece a mi vida. - Octavio Paz.
images/synthetic_line_00312.png,El hombre que amas vence cualquier obstáculo con calma. - Saludos desde Cádiz
images/synthetic_line_00313.png,Cada amanecer y mi mayor apoyo.
images/synthetic_line_00314.png,Cada amanecer hace que todo sea más hermoso.
images/synthetic_line_00315.png,Tu presencia ilumina cada rincón del alma. - Gabriel García Márquez.
images/synthetic_line_00316.png,Un corazón sincero es la razón de sonreír a diario. - Octavio Paz.
images/synthetic_line_00317.png,El viaje construye puentes sobre mares agitados. - Gustavo Adolfo Bécquer.
images/synthetic_line_00318.png,El tiempo compartido me quiere más que a nada. - Saludos desde Cádiz
images/synthetic_line_00319.png,Agradezco acompaña las noches de invierno. - Ref: 984-A / Cuaderno.
images/synthetic_line_00320.png,La paciencia y mi mayor apoyo. - Octavio Paz.
images/synthetic_line_00321.png,La mujer construye puentes sobre mares agitados. - Antonio Machado.
images/synthetic_line_00322.png,Un buen recuerdo me quiere más que a nada. - Federico García Lorca.
images/synthetic_line_00323.png,Tu presencia construye puentes sobre mares agitados. - Federico García Lorca.
images/synthetic_line_00324.png,Tú ilumina mi vida por completo.
images/synthetic_line_00325.png,Su sonrisa ilumina cada rincón del alma.
images/synthetic_line_00326.png,El viaje pertenece a mi vida. - Ref: 984-A / Cuaderno.
images/synthetic_line_00327.png,Mi hombre soñado nos enseña a valorar lo simple.
images/synthetic_line_00328.png,"La mujer me quiere más que a nada. - Madrid, 03/09/92"
images/synthetic_line_00329.png,Su mirada sabe protegerme siempre.
images/synthetic_line_00330.png,El amor de mi vida sabe que todo vale la pena. - Antonio Machado.
images/synthetic_line_00331.png,El mayor tesoro me quiere más que a nada. - Ref: 984-A / Cuaderno.
images/synthetic_line_00332.png,Vuestra memoria sabe que todo vale la pena. - Mario Benedetti.
images/synthetic_line_00333.png,Cada amanecer prometo ser tu cielo.
images/synthetic_line_00334.png,"Cada amanecer es un regalo que no debemos olvidar. - Madrid, 03/09/92"
images/synthetic_line_00335.png,Caminar juntos huele a rosas frescas. - Saludos desde Cádiz
images/synthetic_line_00336.png,El amor de mi vida vence cualquier obstáculo con calma. - Pablo Neruda.
images/synthetic_line_00337.png,La mujer que amas me dice que todo saldrá bien. L.L.L. ~ 02-10-23
images/synthetic_line_00338.png,El amor de mi vida tiene un corazón rebelde.
